N-Z;N;Z;A;Element;mass_exc;mass_exc_unc;bind_ene;bind_ene_unc;beta_ene;beta_ene_unc;atomic_mass;atomic_mass_unc;delta;bind_ene_teo;Diff_bind_ene
58;146;88;234;Ra;46930.629;8.383;7576.5439;0.0358;2089.4348;16.2945;050382.100;9.000;-1;7863.6115075986245;-287.0676075986248
56;145;89;234;Ac;44841.195;13.972;7582.1297;0.0597;4228.2364;14.2103;048139.000;15.000;1;7872.942288510917;-290.8125885109166
54;144;90;234;Th;40612.958;2.589;7596.8557;0.0111;274.0882;3.1716;043599.801;2.779;-1;7890.4837421134;-293.6280421133997
52;143;91;234;Pa;40338.870;4.094;7594.6837;0.0175;2193.9105;3.9998;043305.555;4.395;1;7891.204521243135;-296.5208212431353
50;142;92;234;U;38144.959;1.129;7600.716;0.0048;-1809.8462;8.3205;040950.296;1.212;-1;7900.1359730630575;-299.4199730630571
48;141;93;234;Np;39954.806;8.397;7589.6382;0.0359;-395.1807;10.7522;042893.245;9.014;1;7892.246750410235;-302.6085504102348
46;140;94;234;Pu;40349.986;6.798;7584.6061;0.0291;-4112;160;043317.489;7.298;-1;7892.568200447602;-307.9621004476021
44;139;95;234;Am;44462;160;7564.0;1;-2261;161;047731;172;1;7876.068976012222;-312.06897601222227
42;138;96;234;Cm;46722.411;17.078;7550.6868;0.0730;-6673;154;050158.568;18.333;-1;7867.780424267031;-317.09362426703046
40;137;97;234;Bk;53395;153;7519.0;1;*;;057322;164;1;7842.671198049093;-323.6711980490927
59;147;88;235;Ra;51130;300;7561.0;1;3773;300;054890;322;0;7847.750189328489;-286.7501893284889
57;146;89;235;Ac;47357.160;13.972;7573.5051;0.0595;3339.4064;19.1127;050840.000;15.000;0;7864.658130920058;-291.153030920058
55;145;90;235;Th;44017.754;13.041;7584.3862;0.0555;1728.8531;19.1127;047255.000;14.000;0;7877.295047930502;-292.9088479305019
53;144;91;235;Pa;42288.901;13.972;7588.4139;0.0595;1370.1184;14.0169;045399.000;15.000;0;7885.660940359817;-297.2470403598172
51;143;92;235;U;40918.782;1.116;7590.9151;0.0048;-124.2619;0.8524;043928.117;1.198;0;7889.755808208005;-298.8407082080048
49;142;93;235;Np;41043.044;1.388;7587.0571;0.0059;-1139.3021;20.4992;044061.518;1.490;0;7889.579651475069;-302.5225514750691
47;141;94;235;Pu;42182.346;20.521;7578.8799;0.0873;-2442.2558;56.5932;045284.609;22.030;0;7885.132470161004;-306.25257016100386
45;140;95;235;Am;44624.602;52.780;7565.1582;0.2246;-3389;115;047906.478;56.661;0;7876.414264265813;-311.2560642658127
43;139;96;235;Cm;48013;102;7547.0;0;-4757;413;051545;110;0;7863.425033789496;-316.4250337894964
41;138;97;235;Bk;52770;401;7524.0;2;*;;056651;430;0;7846.164778732052;-322.1647787320517
58;147;89;236;Ac;51220.998;38.191;7559.2423;0.1618;4965.7951;40.6669;054988.000;41.000;1;7849.755530278358;-290.5132302783577
56;146;90;236;Th;46255.203;13.972;7576.9688;0.0592;921.2477;19.7600;049657.000;15.000;-1;7869.901235439755;-292.93243543975495
54;145;91;236;Pa;45333.955;13.972;7577.5573;0.0592;2889.3730;14.0166;048668.000;15.000;1;7873.452562316934;-295.89526231693344
52;144;92;236;U;42444.582;1.112;7586.4854;0.0047;-933.5116;50.4152;045566.130;1.193;-1;7885.1233380791355;-298.6379380791359
50;143;93;236;Np;43378.094;50.421;7579.2148;0.2136;476.5854;50.3887;046568.296;54.129;1;7880.199735557121;-300.9849355571214
48;142;94;236;Pu;42901.508;1.810;7577.9192;0.0077;-3139;119;046056.661;1.942;-1;7883.39558192013;-305.4763819201298
46;141;95;236;Am;46041;119;7561.0;1;-1812;120;049427;127;1;7869.997049998921;-308.9970499989213
44;140;96;236;Cm;47852.820;17.635;7550.309;0.0747;-5689;361;051372.112;18.931;-1;7864.717966962733;-314.40896696273285
42;139;97;236;Bk;53542;361;7523.0;2;*;;057479;387;1;7842.844505642328;-319.84450564232793
59;148;89;237;Ac;54020;400;7550.0;2;4065;400;057993;429;0;7840.642424473831;-290.64242447383094
57;147;90;237;Th;49955.097;15.835;7563.4433;0.0668;2427.4736;20.5140;053629.000;17.000;0;7855.917469244522;-292.4741692445223
55;146;91;237;Pa;47527.624;13.041;7570.3847;0.0550;2137.4905;13.0962;051023.000;14.000;0;7866.988199639079;-296.603499639079
53;145;92;237;U;45390.133;1.202;7576.1026;0.0051;518.5338;0.5200;048728.309;1.290;0;7873.854615657504;-297.75201565750376
51;144;93;237;Np;44871.599;1.120;7574.9895;0.0047;-220.0630;1.2944;048171.640;1.201;0;7876.516717299796;-301.5272172997966
49;143;94;237;Pu;45091.662;1.697;7570.7599;0.0072;-1478;59;048407.888;1.821;0;7874.9745045659565;-304.2146045659565
47;142;95;237;Am;46570;59;7561.0;0;-2677;95;049995;64;0;7869.227977455981;-308.2279774559811
45;141;96;237;Cm;49247.151;74.399;7546.6241;0.3139;-3963;242;052868.988;79.870;0;7859.277135969874;-312.6530359698736
43;140;97;237;Bk;53210;230;7527.0;1;-4728;250;057123;247;0;7845.121980107634;-318.12198010763404
41;139;98;237;Cf;57938.255;97.347;7503.3507;0.4107;*;;062199.272;104.506;0;7826.762509869261;-323.41180986926065
58;148;90;238;Th;52525;283;7555.0;1;1631;284;056388;304;-1;7847.673268454209;-292.6732684542094
56;147;91;238;Pa;50894.043;15.835;7558.3449;0.0665;3586.3111;15.9056;054637.000;17.000;1;7853.961691072731;-295.61679107273085
54;146;92;238;U;47307.732;1.492;7570.1262;0.0063;-146.8652;1.2006;050786.936;1.601;-1;7868.280028664139;-298.1538286641389
52;145;93;238;Np;47454.597;1.137;7566.222;0.0048;1291.4491;0.4573;050944.603;1.220;1;7866.22531751823;-300.0033175182307
50;144;94;238;Pu;46163.148;1.138;7568.3611;0.0048;-2258.2731;58.9005;049558.175;1.221;-1;7872.200521345209;-303.8394213452093
48;143;95;238;Am;48421.421;58.911;7555.5853;0.2475;-1023.7818;60.1587;051982.531;63.243;1;7861.8026764348715;-306.21737643487177
46;142;96;238;Cm;49445.203;12.234;7547.9966;0.0514;-4771;256;053081.606;13.133;-1;7859.434746497417;-311.4381464974167
44;141;97;238;Bk;54216;256;7525.0;1;-3061;393;058204;275;1;7840.693767822648;-315.6937678226477
42;140;98;238;Cf;57278;298;7509.0;1;*;;061490;320;-1;7829.982704120764;-320.98270412076363
59;149;90;239;Th;56500;400;7540.0;2;3162;445;060655;429;0;7832.939460604936;-292.93946060493636
57;148;91;239;Pa;53337;196;7550.0;1;2765;196;057260;210;0;7846.624965113621;-296.62496511362133
55;147;92;239;U;50572.668;1.502;7558.5624;0.0063;1261.6634;1.4935;054291.989;1.612;0;7856.171253994465;-297.6088539944649
53;146;93;239;Np;49311.005;1.310;7560.568;0.0055;722.7849;0.9304;052937.538;1.406;0;7861.5783272474655;-301.0103272474653
51;145;94;239;Pu;48588.220;1.112;7560.3187;0.0047;-802.1402;1.6635;052161.596;1.194;0;7862.846184872621;-302.52748487262124
49;144;95;239;Am;49390.360;1.982;7553.6891;0.0083;-1756.6021;150.0740;053022.729;2.127;0;7859.974826869937;-306.2857268699372
47;143;96;239;Cm;51146.962;150.070;7543.0659;0.6279;-3103;256;054908.519;161.107;0;7852.964253239408;-309.8983532394086
45;142;97;239;Bk;54250;207;7527.0;1;-3952;239;058239;222;0;7841.814463981038;-314.814463981038
43;141;98;239;Cf;58202;120;7507.0;1;-5429;323;062482;129;0;7826.525459094824;-319.5254590948243
41;140;99;239;Es;63630;300;7481.0;1;*;;068310;322;0;7807.097238580768;-326.09723858076813
58;149;91;240;Pa;57010;200;7537.0;1;4295;200;061203;215;1;7832.825881581692;-295.82588158169165
56;148;92;240;U;52715.497;2.553;7551.7705;0.0106;399.2685;17.0830;056592.411;2.740;-1;7849.703433541994;-297.9329335419943
54;147;93;240;Np;52316.229;17.032;7550.1743;0.0710;2190.9095;17.0151;056163.778;18.284;1;7850.4244498226535;-300.25014982265384
52;146;94;240;Pu;50125.319;1.105;7556.0433;0.0046;-1384.7902;13.7882;053811.740;1.186;-1;7859.087493466734;-303.0441934667333
50;145;95;240;Am;51510.110;13.832;7547.0136;0.0576;-214.1127;13.8967;055298.374;14.849;1;7851.594001431172;-304.5804014311716
48;144;96;240;Cm;51724.222;1.905;7542.8617;0.0079;-3940;150;055528.233;2.045;-1;7852.0425367590315;-309.1808367590311
46;143;97;240;Bk;55664;150;7523.0;1;-2324;151;059758;161;1;7836.3345364072475;-313.33453640724747
44;142;98;240;Cf;57988.719;18.034;7510.24;0.0751;-6237;366;062253.447;19.360;-1;7828.568563418888;-318.3285634188878
42;141;99;240;Es;64225;366;7481.0;2;*;;068949;393;1;7804.6460547508805;-323.64605475088047
59;150;91;241;Pa;59740;300;7528.0;1;3543;358;064134;322;0;7824.662774862822;-296.6627748628216
57;149;92;241;U;56197;196;7539.0;1;1882;220;060330;210;0;7836.80064781188;-297.80064781187957
55;148;93;241;Np;54315.115;100.006;7544.0426;0.4150;1360.0000;100.0000;058309.671;107.360;0;7844.862844611051;-300.82024461105084
53;147;94;241;Pu;52955.115;1.105;7546.4395;0.0046;20.7799;0.1658;056849.651;1.186;0;7848.849365260333;-302.4098652603325
51;146;95;241;Am;52934.335;1.113;7543.2795;0.0046;-767.4346;1.1685;056827.343;1.195;0;7848.760209759725;-305.48070975972496
49;145;96;241;Cm;53701.770;1.607;7536.8488;0.0067;-2279;165;057651.218;1.725;0;7844.5953781092285;-307.7465781092287
47;144;97;241;Bk;55981;165;7524.0;1;-3346;235;060098;178;0;7836.354870308841;-312.3548703088409
45;143;98;241;Cf;59327;167;7507.0;1;-4567;285;063690;180;0;7824.038686358566;-317.03868635856634
43;142;99;241;Es;63893;231;7485.0;1;-5327;379;068592;248;0;7807.646826258405;-322.6468262584049
41;141;100;241;Fm;69220;300;7459.0;1;*;;074311;322;0;7787.179290008351;-328.179290008351
58;150;92;242;U;58620;201;7532.0;1;1203;283;062931;215;-1;7829.486035154001;-297.486035154001
56;149;93;242;Np;57416.876;200.004;7533.4042;0.8265;2700.0000;200.0000;061639.548;214.712;1;7832.8930245853035;-299.4888245853035
54;148;94;242;Pu;54716.876;1.245;7541.3284;0.0052;-751.1373;0.7080;058740.979;1.336;-1;7844.155757915735;-302.82735791573486
52;147;95;242;Am;55468.014;1.118;7534.9917;0.0046;664.3145;0.4143;059547.358;1.199;1;7839.473796529849;-304.4820965298495
50;146;96;242;Cm;54803.699;1.141;7534.504;0.0047;-2948;135;058834.187;1.224;-1;7842.64757904309;-308.14357904309054
48;145;97;242;Bk;57752;135;7519.0;1;-1635;135;061999;144;1;7829.876666840017;-310.8766668400167
46;144;98;242;Cf;59386.982;12.892;7509.0991;0.0533;-5414;257;063754.544;13.840;-1;7824.961498536069;-315.8623985360682
44;143;99;242;Es;64801;257;7483.0;1;-3598;476;069567;276;1;7804.101635515804;-321.10163551580445
42;142;100;242;Fm;68400;401;7465.0;2;*;;073430;430;-1;7791.097516394666;-326.09751639466594
59;151;92;243;U;62480;300;7518.0;1;2674;302;067075;322;0;7815.832951387494;-297.8329513874942
57;150;93;243;Np;59806;32;7526.0;0;2051;32;064204;34;0;7826.46371298494;-300.4637129849398
55;149;94;243;Pu;57754.561;2.542;7531.0087;0.0105;579.5559;2.6216;062002.068;2.728;0;7833.080828717329;-302.07212871732827
53;148;95;243;Am;57175.005;1.388;7530.1742;0.0057;-6.9302;1.5692;061379.889;1.490;0;7835.684298584661;-305.5100985846602
51;147;96;243;Cm;57181.936;1.496;7526.9261;0.0062;-1507.6936;4.5065;061387.329;1.605;0;7834.274122586934;-307.34802258693435
49;146;97;243;Bk;58689.629;4.524;7517.5021;0.0186;-2300;181;063005.905;4.856;0;7828.850300724152;-311.34820072415187
47;145;98;243;Cf;60990;181;7505.0;1;-3757;275;065475;194;0;7819.412832996311;-314.4128329963114
45;144;99;243;Es;64747;207;7486.0;1;-4569;245;069508;222;0;7805.9617194034145;-319.96171940341446
43;143;100;243;Fm;69316;130;7464.0;1;*;;074414;140;0;7788.496959945461;-324.49695994546073
58;151;93;244;Np;63240;100;7514.0;0;3434;100;067891;107;1;7813.722149806991;-299.7221498069912
56;150;94;244;Pu;59806.021;2.346;7524.8154;0.0096;-73.1143;2.6856;064204.401;2.518;-1;7827.499644318729;-302.6842443187288
54;149;95;244;Am;59879.135;1.491;7521.3095;0.0061;1427.3000;1.0000;064282.892;1.600;1;7825.539751887108;-304.23025188710744
52;148;96;244;Cm;58451.835;1.106;7523.9527;0.0045;-2261.9902;14.3567;062750.622;1.187;-1;7831.350883253904;-307.3981832539039
50;147;97;244;Bk;60713.825;14.399;7511.4759;0.0590;-764.2709;14.5724;065178.969;15.457;1;7821.424627677338;-309.94872767733796
48;146;98;244;Cf;61478.096;2.617;7505.1373;0.0107;-4547;181;065999.447;2.809;-1;7819.269395899186;-314.1320958991855
46;145;99;244;Es;66026;181;7483.0;1;-2938;271;070881;195;1;7801.3767771776775;-318.37677717767747
44;144;100;244;Fm;68964;201;7468.0;1;-6634;425;074036;216;-1;7791.255182254582;-323.255182254582
42;143;101;244;Md;75597;374;7438.0;2;*;;081157;402;1;7765.396200388127;-327.396200388127
59;152;93;245;Np;65850;200;7506.0;1;2672;201;070693;215;0;7806.469724927945;-300.4697249279452
57;151;94;245;Pu;63178.173;13.620;7513.2822;0.0556;1277.7559;13.7334;067824.554;14.621;0;7815.632563360113;-302.3503633601131
55;150;95;245;Am;61900.417;1.886;7515.3043;0.0077;895.8929;1.5491;066452.827;2.024;0;7820.842325088842;-305.538025088842
53;149;96;245;Cm;61004.524;1.149;7515.7677;0.0047;-809.2519;1.4964;065491.047;1.233;0;7822.099010114124;-306.3313101141239
51;148;97;245;Bk;61813.776;1.792;7509.2714;0.0073;-1571.3755;2.5861;066359.814;1.923;0;7819.402618435965;-310.1312184359658
49;147;98;245;Cf;63385.151;2.428;7499.6644;0.0099;-2930;165;068046.755;2.606;0;7812.753150054365;-313.08875005436494
47;146;99;245;Es;66315;165;7485.0;1;-3877;256;071192;178;0;7802.150604969318;-317.150604969318
45;145;100;245;Fm;70192;195;7465.0;1;-5133;325;075354;210;0;7787.594983180831;-322.59498318083115
43;144;101;245;Md;75325;260;7441.0;1;*;;080864;279;0;7769.0862846889;-328.0862846889004
58;152;94;246;Pu;65394.772;14.985;7506.5401;0.0609;401;14;070204.172;16.087;-1;7809.208820053871;-302.66872005387086
56;151;95;246;Am;64994;18;7505.0;0;2377;18;069774;19;1;7809.884751636261;-304.88475163626117
54;150;96;246;Cm;62616.912;1.525;7511.4716;0.0062;-1350.0000;60.0000;067222.016;1.637;-1;7818.248510820019;-306.7769108200191
52;149;97;246;Bk;63966.912;60.019;7502.8035;0.2440;-123.3159;60.0198;068671.300;64.433;1;7811.0777913082065;-308.27429130820656
50;148;98;246;Cf;64090.228;1.514;7499.122;0.0062;-3728.5741;89.9373;068803.685;1.625;-1;7811.594899397762;-312.47289939776147
48;147;99;246;Es;67818.802;89.925;7480.7849;0.3655;-2372.3848;90.9577;072806.474;96.538;1;7796.577528791746;-315.7926287917462
46;146;100;246;Fm;70191.187;13.670;7467.9608;0.0556;-5924;260;075353.334;14.675;-1;7789.247985787097;-321.28718578709686
44;145;101;246;Md;76115;260;7441.0;1;*;;081713;279;1;7766.383964086877;-325.3839640868773
59;153;94;247;Pu;69210;200;7493.0;1;2057;224;074300;215;0;7796.592021995871;-303.5920219958707
57;152;95;247;Am;67153;100;7499.0;0;1620;100;072092;107;0;7804.324847173334;-305.3248471733341
55;151;96;247;Cm;65533.105;3.797;7501.9318;0.0154;43.5841;6.3245;070352.678;4.076;0;7808.163749844482;-306.2319498444813
53;150;97;247;Bk;65489.521;5.189;7498.9408;0.0210;-619.8711;15.2376;070305.889;5.570;0;7808.108730009313;-309.16793000931284
51;149;98;247;Cf;66109.392;14.327;7493.2638;0.0580;-2469.0006;24.1495;070971.348;15.380;0;7804.1597876678325;-310.89598766783274
49;148;99;247;Es;68578.393;19.441;7480.1005;0.0787;-3094;182;073621.929;20.870;0;7796.316922820033;-316.2164228200336
47;147;100;247;Fm;71672;181;7464.0;1;-4263;275;076944;194;0;7784.580135465919;-320.58013546591883
45;146;101;247;Md;75936;207;7444.0;1;*;;081520;223;0;7768.949425605488;-324.9494256054877
58;153;95;248;Am;70563;200;7487.0;1;3170;200;075752;215;1;7792.597132632851;-305.59713263285084
56;152;96;248;Cm;67392.748;2.358;7496.7291;0.0095;-738.3049;50.0026;072349.086;2.531;-1;7803.431840556835;-306.7027405568351
54;151;97;248;Bk;68131.053;50.058;7490.5975;0.2018;893.1015;50.3143;073141.689;53.739;1;7798.930707172925;-308.33320717292554
52;150;98;248;Cf;67237.951;5.121;7491.044;0.0207;-3061;53;072182.905;5.497;-1;7802.035690906968;-310.99169090696796
50;149;99;248;Es;70299;52;7476.0;0;-1599;53;075469;56;1;7789.8048333331235;-313.8048333331235
48;148;100;248;Fm;71897.793;8.497;7465.9451;0.0343;-5050;184;077185.451;9.122;-1;7785.180092877229;-319.23499287722916
46;147;101;248;Md;76948;184;7442.0;1;-3741;290;082607;198;1;7765.21951111344;-323.2195111134397
44;146;102;248;No;80689;224;7424.0;1;*;;086623;241;-1;7752.865046467609;-328.8650464676093
59;154;95;249;Am;73104;298;7479.0;1;2353;298;078480;320;0;7786.217999719845;-307.21799971984456
57;153;96;249;Cm;70750.696;2.371;7485.551;0.0095;904.3630;2.5934;075953.992;2.545;0;7792.557494448798;-307.00649444879764
55;152;97;249;Bk;69846.333;1.248;7486.041;0.0050;123.6000;0.4000;074983.118;1.339;0;7795.060850242431;-309.01985024243095
53;151;98;249;Cf;69722.733;1.182;7483.3954;0.0048;-1452;30;074850.428;1.269;0;7793.728067100741;-310.33266710074076
51;150;99;249;Es;71175;30;7474.0;0;-2344;31;076409;32;0;7788.559145023728;-314.559145023728
49;149;100;249;Fm;73519.143;6.212;7461.8649;0.0249;-3661.8091;164.5418;078926.042;6.668;0;7779.554084011395;-317.6891840113958
47;148;101;249;Md;77180.952;164.425;7444.0169;0.6603;-4606;324;082857.155;176.516;0;7766.712884063739;-322.69598406373916
45;147;102;249;No;81787;279;7422.0;1;*;;087802;300;0;7750.035545180763;-328.0355451807627
58;154;96;250;Cm;72989.588;10.274;7478.9385;0.0411;37.5820;10.6414;078357.541;11.029;-1;7786.987818617828;-308.04931861782825
56;153;97;250;Bk;72952.006;2.898;7475.9594;0.0116;1781.6696;2.4561;078317.195;3.110;1;7785.073358650924;-309.11395865092436
54;152;98;250;Cf;71170.336;1.538;7479.9567;0.0062;-2055;100;076404.494;1.650;-1;7790.684754062622;-310.7280540626225
52;151;99;250;Es;73225;100;7469.0;0;-847;100;078611;107;1;7781.154798584837;-312.1547985848374
50;150;100;250;Fm;74072.193;7.888;7462.0905;0.0316;-4326.9476;91.2615;079519.765;8.468;-1;7779.150698485659;-317.0601984856585
48;149;101;250;Md;78399.140;90.920;7441.6533;0.3637;-3167;220;084164.934;97.606;1;7762.005247496996;-320.3519474969962
46;148;102;250;No;81566;200;7426.0;1;*;;087565;215;-1;7752.385651886937;-326.385651886937
59;155;96;251;Cm;76647.981;22.698;7466.7233;0.0904;1420.0000;20.0000;082284.988;24.367;0;7775.365082545462;-308.6417825454628
57;154;97;251;Bk;75227.981;10.734;7469.2637;0.0428;1093.0000;10.0000;080760.555;11.523;0;7780.346751267245;-311.0830512672446
55;153;98;251;Cf;74134.981;3.901;7470.5014;0.0155;-376.5660;6.4677;079587.171;4.187;0;7781.5487366023335;-311.0473366023334
53;152;99;251;Es;74511.547;5.288;7465.8842;0.0211;-1447.2610;15.2387;079991.431;5.676;0;7778.971038550726;-313.0868385507256
51;151;100;251;Fm;75958.808;14.292;7457.0013;0.0569;-3007.9406;23.7108;081545.130;15.342;0;7772.613657112425;-315.61235711242534
49;150;101;251;Md;78966.749;18.919;7441.9005;0.0754;-3882;182;084774.287;20.310;0;7762.4765922874285;-320.57609228742876
47;149;102;251;No;82849;181;7423.0;1;-4981;270;088942;194;0;7748.5598440757385;-325.5598440757385
45;148;103;251;Lr;87830;200;7400.0;1;*;;094289;215;0;7730.8634124773525;-330.86341247735254
60;156;96;252;Cm;79056;298;7460.0;1;521;359;084870;320;-1;7768.999193591612;-308.9991935916123
58;155;97;252;Bk;78535;200;7459.0;1;2500;200;084310;215;1;7769.591404701786;-310.5914047017859
56;154;98;252;Cf;76034.610;2.358;7465.3474;0.0094;-1260.0000;50.0000;081626.507;2.531;-1;7777.630622399038;-312.2832223990381
54;153;99;252;Es;77294.610;50.056;7457.2428;0.1986;477.9998;50.3220;082979.173;53.736;1;7770.718951986526;-313.476151986526
52;152;100;252;Fm;76816.611;5.221;7456.0351;0.0207;-3650.5075;91.4356;082466.019;5.604;-1;7771.254288161092;-315.21918816109155
50;151;101;252;Md;80467.118;91.286;7438.4444;0.3622;-2404.2523;91.7581;086385.000;98.000;1;7756.838736225893;-318.3943362258924
48;150;102;252;No;82871.370;9.292;7425.7992;0.0369;-5666;185;088966.070;9.975;-1;7749.870190877776;-324.07099087777533
46;149;103;252;Lr;88537;185;7400.0;1;*;;095048;198;1;7727.9507574198915;-327.9507574198915
59;156;97;253;Bk;80929;359;7451.0;1;1627;359;086880;385;0;7764.049996916777;-313.04999691677676
57;155;98;253;Cf;79301.562;4.257;7454.8297;0.0168;291.0753;4.3850;085133.723;4.570;0;7767.708212149175;-312.87851214917464
55;154;99;253;Es;79010.486;1.249;7452.8879;0.0049;-335.0623;1.0782;084821.241;1.341;0;7767.64191247142;-314.75401247142054
53;153;100;253;Fm;79345.549;1.549;7448.4712;0.0061;-1827;31;085180.945;1.662;0;7763.851097883514;-315.3798978835139
51;152;101;253;Md;81173;31;7438.0;0;-3186;32;087143;34;0;7756.335768385452;-318.33576838545196
49;151;102;253;No;84358.696;6.912;7422.4719;0.0273;-4164.7752;164.6791;090562.780;7.420;0;7745.09592397724;-322.62402397724054
47;150;103;253;Lr;88523.471;164.534;7402.918;0.6503;-5118;442;095033.850;176.634;0;7730.131564658874;-327.213564658874
45;149;104;253;Rf;93642;410;7380.0;2;*;;100528;440;0;7711.442690430354;-331.44269043035365
60;157;97;254;Bk;84393;298;7440.0;1;3052;298;090600;320;1;7752.566407264368;-312.5664072643676
58;156;98;254;Cf;81341.395;11.462;7449.2259;0.0451;-652.7561;11.8014;087323.575;12.304;-1;7762.957612879568;-313.73171287956757
56;155;99;254;Es;81994.151;2.936;7443.5759;0.0116;1091.6300;2.2858;088024.337;3.152;1;7758.5844804991475;-315.0085804991477
54;154;100;254;Fm;80902.521;1.843;7444.7936;0.0073;-2550;100;086852.424;1.978;-1;7761.580884194118;-316.787284194118
52;153;101;254;Md;83453;100;7432.0;0;-1271;100;089590;107;1;7749.812949893466;-317.8129498934659
50;152;102;254;No;84723.312;9.658;7423.5909;0.0380;-4922.5753;91.8208;090954.211;10.367;-1;7745.414551668205;-321.82365166820455
