N-Z;N;Z;A;Element;mass_exc;mass_exc_unc;bind_ene;bind_ene_unc;beta_ene;beta_ene_unc;A2;atomic_mass;atomic_mass_unc;delta;bind_ene_teo;Diff_bind_ene
10;81;71;152;Lu;-33422;196;7926.0;1;*;;151;964120;210;1;8163.153741508504;-237.15374150850403
41;97;56;153;Ba;-36470;400;8023.0;3;9590;500;152;960848;429;0;8183.18940973637;-160.18940973637018
39;96;57;153;La;-46060;300;8081.0;2;8850;361;152;950553;322;0;8250.622694224185;-169.62269422418467
37;95;58;153;Ce;-54910;200;8134.0;1;6659;201;152;941052;215;0;8308.514338654923;-174.51433865492254
35;94;59;153;Pr;-61568.463;11.882;8172.036;0.078;5761.834;12.190;152;933903.532;12.755;0;8356.864343028592;-184.82834302859192
33;93;60;153;Nd;-67330.297;2.747;8204.582;0.018;3317.527;9.355;152;927717.949;2.948;0;8395.672707345188;-191.09070734518718
31;92;61;153;Pm;-70647.824;9.066;8221.152;0.059;1911.862;9.093;152;924156.436;9.732;0;8424.93943160471;-203.78743160470913
29;91;62;153;Sm;-72559.686;1.219;8228.534;0.008;807.536;0.708;152;922103.969;1.309;0;8444.664515807159;-216.1305158071591
27;90;63;153;Eu;-73367.222;1.330;8228.699;0.009;-484.671;0.717;152;921237.043;1.428;0;8454.847959952536;-226.14895995253573
25;89;64;153;Gd;-72882.551;1.203;8220.418;0.008;-1569.213;3.845;152;921757.359;1.291;0;8455.48976404084;-235.0717640408402
23;88;65;153;Tb;-71313.338;3.995;8205.048;0.026;-2170.394;1.933;152;923441.978;4.289;0;8446.58992807207;-241.5419280720689
21;87;66;153;Dy;-69142.943;4.048;8185.749;0.026;-4130.840;6.157;152;925771.992;4.346;0;8428.148452046229;-242.39945204622927
19;86;67;153;Ho;-65012.103;5.094;8153.637;0.033;-4543.499;9.916;152;930206.632;5.468;0;8400.165335963315;-246.52833596331493
17;85;68;153;Er;-60468.604;9.321;8118.827;0.061;-6495.276;12.891;152;935084.279;10.006;0;8362.64057982333;-243.81357982332975
15;84;69;153;Tm;-53973.329;11.983;8071.261;0.078;-6765;196;152;942057.244;12.864;0;8315.574183626271;-244.31318362627098
13;83;70;153;Yb;-47208;196;8022.0;1;-8835;247;152;949320;210;0;8258.966147372139;-236.96614737213895
11;82;71;153;Lu;-38372.844;150.034;7959.07;0.981;-11073;335;152;958805.054;161.068;0;8192.816471060933;-233.7464710609329
9;81;72;153;Hf;-27300;300;7882.0;2;*;;152;970692;322;0;8117.125154692657;-235.1251546926569
42;98;56;154;Ba;-32820;500;8000.0;3;8709;583;153;964766;537;-1;8158.7186731603915;-158.71867316039152
40;97;57;154;La;-41530;300;8051.0;2;10690;361;153;955416;322;1;8217.079402927075;-166.07940292707463
38;96;58;154;Ce;-52220;200;8116.0;1;5885;230;153;943940;215;-1;8289.457200212157;-173.45720021215675
36;95;59;154;Pr;-58104.976;113.009;8148.892;0.734;7720.000;100.000;153;937621.738;121.320;1;8328.967819835982;-180.07581983598175
34;94;60;154;Nd;-65824.976;52.642;8193.942;0.342;2687.000;25.000;153;929333.977;56.513;-1;8382.495506978203;-188.5535069782036
32;93;61;154;Pm;-68511.976;46.326;8206.31;0.301;3943.200;46.303;153;926449.364;49.733;1;8403.156016459165;-196.84601645916518
30;92;62;154;Sm;-72455.176;1.462;8226.835;0.009;-717.056;1.103;153;922216.164;1.569;-1;8437.833593458525;-210.99859345852565
28;91;63;154;Eu;-71738.121;1.346;8217.098;0.009;1967.834;0.755;153;922985.955;1.444;1;8439.643992796628;-222.54599279662762
26;90;64;154;Gd;-73705.954;1.197;8224.796;0.008;-3549.651;45.298;153;920873.398;1.285;-1;8455.471459653125;-230.67545965312456
24;89;65;154;Tb;-70156.303;45.314;8196.666;0.294;237.604;45.901;153;924684.106;48.646;1;8438.431748848368;-241.76574884836918
22;88;66;154;Dy;-70393.907;7.445;8193.129;0.048;-5754.596;10.178;153;924429.028;7.992;-1;8435.409105562008;-242.28010556200752
20;87;67;154;Ho;-64639.311;8.228;8150.681;0.053;-2034.291;9.463;153;930606.841;8.833;1;8399.519284614391;-248.83828461439134
18;86;68;154;Er;-62605.020;4.986;8132.392;0.032;-8177.888;14.916;153;932790.743;5.353;-1;8377.64653118517;-245.25453118516998
16;85;69;154;Tm;-54427.131;14.412;8074.208;0.094;-4495.048;13.953;153;941570.067;15.472;1;8322.90660009469;-248.69860009468994
14;84;70;154;Yb;-49932.083;17.281;8039.939;0.112;-10217;197;153;946395.701;18.552;-1;8282.18373652261;-242.24473652260895
12;83;71;154;Lu;-39715;196;7969.0;1;-7045;358;153;957364;211;1;8208.59369528927;-239.59369528926982
10;82;72;154;Hf;-32670;300;7918.0;2;*;;153;964927;322;-1;8149.020721574328;-231.02072157432758
41;98;57;155;La;-37930;400;8028.0;3;9850;500;154;959280;429;0;8194.53253300406;-166.5325330040596
39;97;58;155;Ce;-47780;300;8087.0;2;7635;300;154;948706;322;0;8257.879264756946;-170.8792647569462
37;96;59;155;Pr;-55415.268;17.198;8131.039;0.111;6868.456;19.472;154;940509.259;18.462;0;8311.915336585196;-180.87633658519644
35;95;60;155;Nd;-62283.724;9.153;8170.304;0.059;4656.207;10.278;154;933135.668;9.826;0;8356.640748488813;-186.3367484888131
33;94;61;155;Pm;-66939.931;4.718;8195.296;0.030;3250.888;4.946;154;928137.024;5.065;0;8392.055500467794;-196.75950046779326
31;93;62;155;Sm;-70190.819;1.487;8211.223;0.010;1627.273;1.202;154;924647.051;1.595;0;8418.159592522143;-206.93659252214275
29;92;63;155;Eu;-71818.092;1.401;8216.674;0.009;251.788;0.870;154;922900.102;1.504;0;8434.953024651855;-218.27902465185434
27;91;64;155;Gd;-72069.880;1.191;8213.251;0.008;-819.830;9.789;154;922629.796;1.278;0;8442.435796856937;-229.18479685693637
25;90;65;155;Tb;-71250.050;9.849;8202.914;0.064;-2094.500;1.897;154;923509.921;10.573;0;8440.607909137383;-237.69390913738243
23;89;66;155;Dy;-69155.550;9.665;8184.354;0.062;-3116.011;16.590;154;925758.459;10.375;0;8429.469361493191;-245.1153614931909
21;88;67;155;Ho;-66039.539;17.474;8159.203;0.113;-3830.350;18.474;154;929103.634;18.759;0;8409.020153924368;-249.81715392436763
19;87;68;155;Er;-62209.189;6.098;8129.444;0.039;-5583.276;11.515;154;933215.684;6.546;0;8379.260286430912;-249.81628643091153
17;86;69;155;Tm;-56625.913;9.925;8088.375;0.064;-6123.305;19.341;154;939209.578;10.654;0;8340.189759012821;-251.814759012821
15;85;70;155;Yb;-50502.608;16.600;8043.823;0.107;-7957.561;25.416;154;945783.217;17.820;0;8291.808571670092;-247.9855716700913
13;84;71;155;Lu;-42545.047;19.246;7987.436;0.124;-8375;299;154;954326.011;20.661;0;8234.116724402733;-246.68072440273318
11;83;72;155;Hf;-34170;298;7928.0;2;-10242;423;154;963317;320;0;8167.11421721074;-239.1142172107402
9;82;73;155;Ta;-23928;300;7857.0;2;*;;154;974312;322;0;8090.801050094111;-233.8010500941109
42;99;57;156;La;-33050;400;7997.0;3;11769;500;155;964519;429;1;8159.687041061023;-162.68704106102268
40;98;58;156;Ce;-44820;300;8068.0;2;6748;361;155;951884;322;-1;8237.147243151909;-169.1472431519087
38;97;59;156;Pr;-51568;200;8106.0;1;8906;283;155;944640;215;1;8282.41628516505;-176.4162851650508
36;96;60;156;Nd;-60473.644;200.033;8158.066;1.282;3690.000;200.000;155;935078.868;214.744;-1;8341.479688193187;-183.41368819318723
34;95;61;156;Pm;-64163.644;3.631;8176.705;0.023;5196.786;9.285;155;931117.490;3.897;1;8368.351931143576;-191.64693114357578
32;94;62;156;Sm;-69360.430;8.546;8205.003;0.055;722.118;7.902;155;925538.511;9.174;-1;8409.01853510896;-204.01553510895974
30;93;63;156;Eu;-70082.548;3.590;8204.617;0.023;2452.366;3.409;155;924763.285;3.853;1;8417.4939789966;-212.87697899659906
28;92;64;156;Gd;-72534.914;1.190;8215.322;0.008;-2444.117;3.679;155;922130.562;1.277;-1;8439.763783899232;-224.44178389923218
26;91;65;156;Tb;-70090.797;3.814;8194.639;0.024;438.167;3.681;155;924754.430;4.094;1;8429.842428724121;-235.2034287241222
24;90;66;156;Dy;-70528.964;1.194;8192.433;0.008;-5050.000;60.000;155;924284.038;1.281;-1;8433.715434564003;-241.28243456400196
22;89;67;156;Ho;-65478.964;60.012;8155.046;0.385;-1267.255;64.869;155;929705.436;64.425;1;8405.39728032614;-250.3512803261401
20;88;68;156;Er;-64211.709;24.629;8141.908;0.158;-7377.159;26.710;155;931065.890;26.440;-1;8390.873487103272;-248.9654871032717
18;87;69;156;Tm;-56834.550;14.279;8089.603;0.092;-3568.830;12.548;155;938985.597;15.328;1;8344.158533802658;-254.55553380265792
16;86;70;156;Yb;-53265.721;9.308;8061.711;0.060;-9566.176;54.916;155;942816.893;9.992;-1;8311.237941517036;-249.526941517036
14;85;71;156;Lu;-43699.544;54.122;7995.374;0.347;-5882.648;139.709;155;953086.606;58.102;1;8246.126189153672;-250.7521891536726
12;84;72;156;Hf;-37816.896;149.757;7952.65;0.960;-11956;334;155;959401.889;160.770;-1;8194.808797805303;-242.15879780530304
10;83;73;156;Ta;-25861;298;7871.0;2;*;;155;972237;320;1;8111.300246379185;-240.3002463791854
41;99;58;157;Ce;-39930;400;8037.0;3;8610;500;156;957133;429;0;8204.19147700664;-167.19147700663962
39;98;59;157;Pr;-48540;300;8086.0;2;7921;301;156;947890;322;0;8263.61337817743;-177.6133781774297
37;97;60;157;Nd;-56461.543;24.918;8131.959;0.159;5835.500;25.877;156;939386.037;26.750;0;8313.947058811862;-181.98805881186217
35;96;61;157;Pm;-62297.043;7.006;8164.145;0.045;4380.534;8.265;156;933121.370;7.521;0;8355.192518909935;-191.0475189099343
33;95;62;157;Sm;-66677.577;4.433;8187.063;0.028;2781.331;6.136;156;928418.673;4.759;0;8387.349758471646;-200.28675847164595
31;94;63;157;Eu;-69458.908;4.259;8199.795;0.027;1364.565;4.203;156;925432.791;4.572;0;8410.418777497001;-210.62377749700136
29;93;64;157;Gd;-70823.473;1.189;8203.504;0.008;-60.043;0.297;156;923967.870;1.276;0;8424.399575985999;-220.89557598599822
27;92;65;157;Tb;-70763.430;1.222;8198.138;0.008;-1338.872;5.134;156;924032.328;1.311;0;8429.292153938637;-231.15415393863623
25;91;66;157;Dy;-69424.558;5.177;8184.627;0.033;-2591.725;23.787;156;925469.667;5.557;0;8425.096511354915;-240.46951135491508
23;90;67;157;Ho;-66832.832;23.469;8163.136;0.149;-3419.194;33.668;156;928251.999;25.195;0;8411.812648234836;-248.67664823483574
21;89;68;157;Er;-63413.639;26.505;8136.375;0.169;-4704.366;38.515;156;931922.655;28.454;0;8389.440564578399;-253.06556457839906
19;88;69;157;Tm;-58709.273;27.945;8101.428;0.178;-5287.374;30.003;156;936973.000;30.000;0;8357.980260385602;-256.5522603856025
17;87;70;157;Yb;-53421.898;10.920;8062.767;0.070;-6981.376;14.241;156;942649.230;11.723;0;8317.431735656446;-254.66473565644628
15;86;71;157;Lu;-46440.523;12.078;8013.317;0.077;-7537;196;156;950144.045;12.965;0;8267.794990390932;-254.47799039093206
13;85;72;157;Hf;-38903;196;7960.0;1;-9310;247;156;958236;210;0;8209.070024589058;-249.07002458905845
11;84;73;157;Ta;-29593.330;150.069;7896.043;0.956;-10123;427;156;968230.251;161.105;0;8141.256838250827;-245.2138382508274
9;83;74;157;W;-19470;400;7827.0;3;*;;156;979098;429;0;8064.355431376237;-237.355431376237
42;100;58;158;Ce;-36660;400;8016.0;3;7670;500;157;960644;429;-1;8181.92995083905;-165.92995083905043
40;99;59;158;Pr;-44330;300;8060.0;2;9725;361;157;952410;322;1;8232.65876809182;-172.6587680918201
38;98;60;158;Nd;-54055;200;8116.0;1;5035;201;157;941970;215;-1;8296.965087722527;-180.96508772252673
36;97;61;158;Pm;-59089.209;13.453;8143.254;0.085;6161.034;14.299;157;936565.121;14.442;1;8329.733762476648;-186.47976247664792
34;96;62;158;Sm;-65250.243;4.892;8177.297;0.031;2004.945;10.369;157;929950.979;5.251;-1;8376.079939608708;-198.78293960870815
32;95;63;158;Eu;-67255.188;10.255;8185.035;0.065;3434.358;10.323;157;927798.581;11.008;1;8390.888471864177;-205.85347186417675
30;94;64;158;Gd;-70689.546;1.189;8201.819;0.008;-1218.878;0.987;157;924111.646;1.276;-1;8419.274506497586;-217.4555064975866
28;93;65;158;Tb;-69470.668;1.401;8189.153;0.009;936.681;2.495;157;925420.166;1.503;1;8416.122896254406;-226.9698962544062
26;92;66;158;Dy;-70407.349;2.365;8190.13;0.015;-4219.755;27.005;157;924414.597;2.538;-1;8426.548788389167;-236.41878838916728
24;91;67;158;Ho;-66187.593;27.108;8158.471;0.172;-883.785;37.025;157;928944.692;29.101;1;8405.43703564734;-246.9660356473396
22;90;68;158;Er;-65303.808;25.219;8147.926;0.160;-6600.615;31.341;157;929893.474;27.074;-1;8397.902785283452;-249.97678528345114
20;89;69;158;Tm;-58703.194;25.219;8101.199;0.160;-2692.957;26.456;157;936979.525;27.074;1;8358.830890042973;-257.6318900429733
18;88;70;158;Yb;-56010.237;7.994;8079.203;0.051;-8798.047;16.872;157;939870.534;8.582;-1;8333.336497180433;-254.13349718043264
16;87;71;158;Lu;-47212.190;15.125;8018.568;0.096;-5109.800;14.937;157;949315.626;16.237;1;8276.304459441308;-257.7364594413075
14;86;72;158;Hf;-42102.390;17.494;7981.276;0.111;-10936;197;157;954801.222;18.780;-1;8232.849924080117;-251.57392408011765
12;85;73;158;Ta;-31167;196;7907.0;1;-7534;358;157;966541;210;1;8157.857743842341;-250.85774384234082
10;84;74;158;W;-23633;300;7854.0;2;*;;157;974629;322;-1;8096.443065982502;-242.44306598250205
41;100;59;159;Pr;-41088;400;8039.0;3;8719;500;158;955890;429;0;8212.253510259245;-173.25351025924465
39;99;60;159;Nd;-49807;300;8089.0;2;6747;300;158;946530;322;0;8267.904164818328;-178.90416481832835
37;98;61;159;Pm;-56554.280;10.039;8126.859;0.063;5653.495;11.644;158;939286.479;10.777;0;8314.680917794502;-187.82191779450113
35;97;62;159;Sm;-62207.775;5.934;8157.495;0.037;3835.510;7.324;158;933217.202;6.369;0;8352.58376918777;-195.08876918776969
33;96;63;159;Eu;-66043.285;4.325;8176.697;0.027;2518.150;4.391;158;929099.612;4.643;0;8381.612718998127;-204.91571899812698
31;95;64;159;Gd;-68561.436;1.192;8187.614;0.007;970.927;0.759;158;926396.267;1.279;0;8401.767767225576;-214.1537672255763
29;94;65;159;Tb;-69532.363;1.256;8188.8;0.008;-365.229;1.162;158;925353.933;1.348;0;8413.048913870116;-224.24891387011576
27;93;66;159;Dy;-69167.134;1.528;8181.583;0.010;-1837.600;2.683;158;925746.023;1.640;0;8415.456158931747;-233.87315893174764
25;92;67;159;Ho;-67329.534;3.088;8165.105;0.019;-2768.500;2.000;158;927718.768;3.314;0;8408.98950241047;-243.8845024104703
23;91;68;159;Er;-64561.034;3.679;8142.773;0.023;-3990.637;28.186;158;930690.875;3.949;0;8393.648944306287;-250.87594430628724
21;90;69;159;Tm;-60570.398;27.945;8112.754;0.176;-4731.792;33.129;158;934975.000;30.000;0;8369.434484619193;-256.6804846191926
19;89;70;159;Yb;-55838.606;17.794;8078.074;0.112;-6130.002;41.655;158;940054.787;19.102;0;8336.346123349189;-258.2721233491893
17;88;71;159;Lu;-49708.604;37.663;8034.6;0.237;-6856.004;41.246;158;946635.615;40.433;0;8294.383860496278;-259.78386049627807
15;87;72;159;Hf;-42852.600;16.813;7986.56;0.106;-8413.452;25.891;158;953995.838;18.049;0;8243.54769606046;-256.9876960604588
13;86;73;159;Ta;-34439.148;19.689;7928.725;0.124;-9145;299;158;963028.052;21.137;0;8183.837630041733;-255.1126300417327
11;85;74;159;W;-25295;298;7866.0;2;-10550;426;158;972845;320;0;8115.253662440096;-249.25366244009638
9;84;75;159;Re;-14745;305;7795.0;2;*;;158;984171;327;0;8037.795793255551;-242.79579325555096
42;101;59;160;Pr;-36520;400;8011.0;2;10613;500;159;960794;429;1;8179.9787531930215;-168.97875319302148
40;100;60;160;Nd;-47134;300;8073.0;2;5868;361;159;949400;322;-1;8249.251776908855;-176.2517769088554
38;99;61;160;Pm;-53002;200;8104.0;1;7233;200;159;943100;215;1;8287.619194010322;-183.61919401032173
36;98;62;160;Sm;-60234.793;5.934;8144.625;0.037;3245.670;11.183;159;935335.286;6.370;-1;8339.352891739776;-194.72789173977617
34;97;63;160;Eu;-63480.463;9.501;8160.021;0.059;4461.278;9.586;159;931850.916;10.199;1;8360.180982854863;-200.1599828548633
32;96;64;160;Gd;-67941.741;1.278;8183.014;0.008;-105.483;1.022;159;927061.537;1.371;-1;8394.375354597942;-211.3613545979415
30;95;65;160;Tb;-67836.257;1.262;8177.465;0.008;1836.472;1.172;159;927174.778;1.354;1;8397.664119726653;-220.1991197266525
28;94;66;160;Dy;-69672.730;0.772;8184.054;0.005;-3290.000;15.000;159;925203.244;0.828;-1;8414.319165483352;-230.26516548335167
26;93;67;160;Ho;-66382.730;15.020;8158.602;0.094;-318.502;28.528;159;928735.204;16.124;1;8400.068604625683;-241.46660462568343
24;92;68;160;Er;-66064.228;24.254;8151.721;0.152;-5762.200;40.311;159;929077.130;26.037;-1;8399.184324396005;-247.4633243960052
22;91;69;160;Tm;-60302.028;34.262;8110.818;0.214;-2139.322;35.017;159;935263.106;36.781;1;8367.394437551957;-256.5764375519566
20;90;70;160;Yb;-58162.706;7.233;8092.557;0.045;-7892.769;57.280;159;937559.763;7.764;-1;8348.9708313359;-256.4138313359008
18;89;71;160;Lu;-50269.937;56.821;8038.338;0.355;-4330.994;57.617;159;946033.000;61.000;1;8299.641618505473;-261.3036185054734
16;88;72;160;Hf;-45938.943;9.541;8006.38;0.060;-10115.249;55.147;159;950682.513;10.242;-1;8263.678686303041;-257.298686303041
14;87;73;160;Ta;-35823.695;54.316;7938.27;0.339;-6497.240;139.859;159;961541.679;58.310;1;8196.810147486236;-258.5401474862356
12;86;74;160;W;-29326.455;149.827;7892.772;0.936;-12588;334;159;968516.753;160.846;-1;8143.307889297422;-250.53588929742182
10;85;75;160;Re;-16739;298;7809.0;2;*;;159;982030;320;1;8058.900024494239;-249.900024494239
41;101;60;161;Nd;-42588;400;8044.0;2;7648;499;160;954280;429;0;8218.800514737904;-174.80051473790445
39;100;61;161;Pm;-50235;298;8087.0;2;6436;298;160;946070;320;0;8270.825870686293;-183.82587068629255
37;99;62;161;Sm;-56671.962;6.817;8122.041;0.042;5119.562;12.415;160;939160.143;7.318;0;8314.18391821188;-192.14291821188
35;98;63;161;Eu;-61791.524;10.399;8148.98;0.065;3714.299;10.525;160;933664.066;11.164;0;8348.874657314664;-199.89465731466407
33;97;64;161;Gd;-65505.824;1.622;8167.191;0.010;1955.765;1.442;160;929676.602;1.741;0;8374.898087994645;-207.707087994645
31;96;65;161;Tb;-67461.589;1.350;8174.479;0.008;594.212;1.260;160;927577.001;1.449;0;8392.254210251824;-217.7752102518234
29;95;66;161;Dy;-68055.801;0.768;8173.31;0.005;-858.530;2.166;160;926939.088;0.824;0;8400.9430240862;-227.63302408619984
27;94;67;161;Ho;-67197.270;2.242;8163.119;0.014;-1995.663;9.011;160;927860.759;2.406;0;8400.964529497773;-237.845529497773
25;93;68;161;Er;-65201.608;8.780;8145.864;0.055;-3302.900;29.292;160;930003.191;9.425;0;8392.318726486541;-246.4547264865414
23;92;69;161;Tm;-61898.708;27.945;8120.49;0.174;-4059.308;31.885;160;933549.000;30.000;0;8375.00561505251;-254.51561505251084
21;91;70;161;Yb;-57839.400;15.354;8090.417;0.095;-5277.056;31.885;160;937906.846;16.483;0;8349.025195195676;-258.60819519567576
19;90;71;161;Lu;-52562.344;27.945;8052.781;0.174;-6247.672;35.909;160;943572.000;30.000;0;8314.37746691604;-261.5964669160394
17;89;72;161;Hf;-46314.672;22.551;8009.117;0.140;-7535.674;33.097;160;950279.151;24.209;0;8271.062430213598;-261.94543021359823
15;88;73;161;Ta;-38778.997;24.382;7957.452;0.151;-8224;197;160;958369.031;26.175;0;8219.080085088353;-261.62808508835315
13;87;74;161;W;-30555;196;7902.0;1;-9715;247;160;967197;210;0;8158.430431540311;-256.43043154031056
11;86;75;161;Re;-20840.203;149.922;7836.312;0.931;-10861;427;160;977627.121;160.948;0;8089.11346956946;-252.8014695694601
9;85;76;161;Os;-9979;400;7764.0;2;*;;160;989287;429;0;8011.129199175813;-247.12919917581257
42;102;60;162;Nd;-39550;400;8026.0;2;6819;500;161;957541;429;-1;8198.616778618632;-172.61677861863245
40;101;61;162;Pm;-46370;300;8063.0;2;8160;358;161;950220;322;1;8242.301710601374;-179.301710601374
38;100;62;162;Sm;-54530;196;8109.0;1;4174;199;161;941460;210;-1;8299.147136892603;-190.14713689260316
36;99;63;162;Eu;-58703.401;35.229;8129.438;0.217;5577.000;35.000;161;936979.303;37.819;1;8325.698484382367;-196.26048438236649
34;98;64;162;Gd;-64280.401;4.009;8159.035;0.025;1395.556;36.581;161;930992.146;4.303;-1;8365.410326180614;-206.37532618061414
32;97;65;162;Tb;-65675.958;36.372;8162.82;0.225;2505.521;36.364;161;929493.955;39.046;1;8374.828089177401;-212.00808917740142
30;96;66;162;Dy;-68181.478;0.767;8173.457;0.005;-2139.937;3.113;161;926804.168;0.822;-1;8397.40634648267;-223.94934648267008
28;95;67;162;Ho;-66041.541;3.166;8155.418;0.020;292.978;3.127;161;929101.485;3.398;1;8389.690524986478;-234.27252498647795
26;94;68;162;Er;-66334.519;0.822;8152.397;0.005;-4856.728;26.047;161;928786.960;0.882;-1;8395.135197798767;-242.73819779876703
24;93;69;162;Tm;-61477.791;26.060;8117.588;0.161;-1651.444;30.240;161;934000.872;27.977;1;8370.285791809594;-252.6977918095945
22;92;70;162;Yb;-59826.347;15.359;8102.565;0.095;-6994.593;76.592;161;935773.771;16.488;-1;8358.59688012891;-256.0318801289095
20;91;71;162;Lu;-52831.753;75.036;8054.559;0.463;-3662.746;75.570;161;943282.776;80.554;1;8316.613889646756;-262.05488964675624
18;90;72;162;Hf;-49169.008;8.968;8027.12;0.055;-9388.814;52.931;161;947214.896;9.627;-1;8287.79139347309;-260.67139347308967
16;89;73;162;Ta;-39780.194;52.238;7964.335;0.322;-5780.987;52.239;161;957294.202;56.079;1;8228.674818497959;-264.33981849795873
14;88;74;162;W;-33999.207;17.658;7923.821;0.109;-11498;197;161;963500.347;18.956;-1;8182.718737831314;-258.89773783131386
12;87;75;162;Re;-22501;196;7848.0;1;-8061;358;161;975844;210;1;8106.468578363206;-258.4685783632058
10;86;76;162;Os;-14440;300;7793.0;2;*;;161;984498;322;-1;8043.378913203581;-250.37891320358085
41;102;61;163;Pm;-43249;400;8044.0;2;7471;499;162;953570;429;0;8223.909378124215;-179.90937812421544
