N-Z;N;Z;A;Element;mass_exc;mass_exc_unc;bind_ene;bind_ene_unc;beta_ene;beta_ene_unc;atomic_mass;atomic_mass_unc;bind_ene_total;delta;bind_ene_teo;bind_ene_teo_total;Diff_bind_ene
11;85;74;159;W;-25434;300;7.867;2;-10629;427;972696;322;1250.853;0;8.115253662440097;1290.3253323279753;-0.2482536624400966
9;84;75;159;Re;-14805;305;7.795;2;*;;984106;327;1239.405;0;8.037795793255551;1278.0095311276327;-0.24279579325555112
42;101;59;160;Pr;-36200;400;8.009;2;10525;402;961138;429;1281.44;1;8.179978753193021;1308.7966005108833;-0.1709787531930207
40;100;60;160;Nd;-46724.515;46.575;8.0699662;0.2911;6170.1238;46.6198;949839.172;50.000;1291.1945919999998;-1;8.249251776908855;1319.8802843054168;-0.17928557690885505
38;99;61;160;Pm;-52894.639;2.049;8.1036398;0.0128;7338.5338;2.8330;943215.272;2.200;1296.5823679999999;1;8.287619194010322;1326.0190710416514;-0.18397939401032204
36;98;62;160;Sm;-60233.172;1.956;8.1446159;0.0122;3260.2763;2.1547;935337.032;2.100;1303.138544;-1;8.339352891739777;1334.2964626783644;-0.1947369917397772
34;97;63;160;Eu;-63493.449;0.904;8.160103;0.0057;4448.6112;1.4417;931836.982;0.970;1305.61648;1;8.360180982854864;1337.6289572567782;-0.20007798285486444
32;96;64;160;Gd;-67942.060;1.123;8.1830171;0.0070;-105.5863;1.0207;927061.202;1.206;1309.282736;-1;8.394375354597942;1343.1000567356707;-0.21135825459794155
30;95;65;160;Tb;-67836.474;1.110;8.1774676;0.0069;1835.9516;1.1011;927174.553;1.191;1308.394816;1;8.397664119726652;1343.6262591562645;-0.22019651972665244
28;94;66;160;Dy;-69672.425;0.700;8.1840526;0.0044;-3290.0000;15.0000;925203.578;0.751;1309.448416;-1;8.414319165483352;1346.2910664773362;-0.2302665654833529
26;93;67;160;Ho;-66382.425;15.016;8.158600400000001;0.0939;-318.2488;28.5197;928735.538;16.120;1305.376064;1;8.400068604625684;1344.0109767401095;-0.24146820462568286
24;92;68;160;Er;-66064.176;24.246;8.1517217;0.1515;-5763.1395;39.1333;929077.193;26.029;1304.2754719999998;-1;8.399184324396005;1343.8694919033608;-0.24746262439600564
22;91;69;160;Tm;-60301.037;32.686;8.1108124;0.2043;-2137.8101;33.1447;935264.177;35.089;1297.729984;1;8.367394437551956;1338.783110008313;-0.2565820375519561
20;90;70;160;Yb;-58163.227;5.496;8.0925614;0.0343;-7893.2846;57.0863;937559.210;5.900;1294.809824;-1;8.348970831335901;1335.8353330137443;-0.25640943133590177
18;89;71;160;Lu;-50269.942;56.821;8.0383387;0.3551;-4331.1951;57.6165;946033.000;61.000;1286.134192;1;8.299641618505474;1327.9426589608759;-0.26130291850547316
16;88;72;160;Hf;-45938.747;9.540;8.0063791;0.0596;-10115.0475;55.1472;950682.728;10.241;1281.0206560000001;-1;8.263678686303042;1322.1885898084865;-0.2572995863030414
14;87;73;160;Ta;-35823.700;54.316;7.9382704;0.3395;-6494.6267;139.8413;961541.678;58.310;1270.123264;1;8.196810147486236;1311.4896235977976;-0.2585397474862354
12;86;74;160;W;-29329.073;149.810;7.8927893000000005;0.9363;-12451;335;968513.946;160.828;1262.8462880000002;-1;8.143307889297422;1302.9292622875873;-0.2505185892974211
10;85;75;160;Re;-16878;300;7.81;2;*;;981880;322;1249.6;1;8.058900024494239;1289.4240039190781;-0.24890002449423942
43;102;59;161;Pr;-32490;500;7.986;3;9741;640;965121;537;1285.7459999999999;0;8.158107850366711;1313.4553639090404;-0.17210785036671172
41;101;60;161;Nd;-42230;400;8.042;2;7856;400;954664;429;1294.762;0;8.218800514737904;1323.2268828728024;-0.17680051473790392
39;100;61;161;Pm;-50086.589;9.035;8.0859977;0.0561;6585.4546;11.3187;946229.837;9.700;1301.8456297;0;8.270825870686293;1331.6029651804931;-0.1848281706862931
37;99;62;161;Sm;-56672.043;6.817;8.1220418;0.0423;5119.5577;12.4147;939160.062;7.318;1307.6487298;0;8.31418391821188;1338.5836108321125;-0.19214211821187988
35;98;63;161;Eu;-61791.601;10.400;8.148981;0.0646;3714.5406;10.5074;933663.991;11.164;1311.985941;0;8.348874657314663;1344.1688198276609;-0.19989365731466435
33;97;64;161;Gd;-65506.142;1.504;8.1671934;0.0093;1955.6357;1.4402;929676.267;1.614;1314.9181374;0;8.374898087994644;1348.3585921671377;-0.20770468799464403
31;96;65;161;Tb;-67461.778;1.218;8.174480899999999;0.0076;593.7166;1.2010;927576.806;1.308;1316.0914248999998;0;8.392254210251824;1351.1529278505436;-0.21777331025182534
29;95;66;161;Dy;-68055.494;0.697;8.1733093;0.0043;-859.2003;2.1368;926939.425;0.748;1315.9027973;0;8.4009430240862;1352.551826877878;-0.22763372408619986
27;94;67;161;Ho;-67196.294;2.151;8.1631134;0.0134;-1994.9954;9.0041;927861.815;2.309;1314.2612574;0;8.400964529497772;1352.5552892491412;-0.23785112949777165
25;93;68;161;Er;-65201.298;8.774;8.1458628;0.0545;-3302.5839;29.2899;930003.530;9.419;1311.4839107999999;0;8.392318726486542;1351.1633149643333;-0.2464559264865418
23;92;69;161;Tm;-61898.715;27.945;8.1204906;0.1736;-4064.4665;31.7640;933549.000;30.000;1307.3989866;0;8.37500561505251;1348.375904023454;-0.25451501505250995
21;91;70;161;Yb;-57834.248;15.101;8.0903861;0.0938;-5271.8989;31.7640;937912.384;16.211;1302.5521621;0;8.349025195195676;1344.1930564265037;-0.25863909519567585
19;90;71;161;Lu;-52562.349;27.945;8.0527821;0.1736;-6246.5319;36.4805;943572.000;30.000;1296.4979180999999;0;8.314377466916039;1338.6147721734822;-0.2615953669160387
17;89;72;161;Hf;-46315.817;23.450;8.0091245;0.1457;-7537.2421;33.7278;950277.927;25.174;1289.4690445;0;8.271062430213599;1331.6410512643895;-0.26193793021359824
15;88;73;161;Ta;-38778.575;24.381;7.95745;0.1514;-8272;202;958369.489;26.174;1281.14945;0;8.219080085088354;1323.271893699225;-0.2616300850883544
13;87;74;161;W;-30507;200;7.901;1;-9664;250;967249;215;1272.061;0;8.15843043154031;1313.50729947799;-0.2574304315403104
11;86;75;161;Re;-20842.820;149.905;7.8363292;0.9311;-10647;427;977624.313;160.930;1261.6490012;0;8.08911346956946;1302.347268600683;-0.2527842695694602
9;85;76;161;Os;-10196;400;7.765;2;*;;989054;429;1250.165;0;8.011129199175812;1289.7918010673059;-0.24612919917581255
42;102;60;162;Nd;-39010;400;8.022;2;7030;500;958121;429;1299.564;-1;8.198616778618632;1328.1759181362183;-0.1766167786186319
40;101;61;162;Pm;-46040;300;8.061;2;8339;300;950574;322;1305.882;1;8.242301710601375;1335.2528771174227;-0.18130171060137457
38;100;62;162;Sm;-54379.053;3.523;8.1075745;0.0218;4343.8905;3.7605;941621.687;3.782;1313.427069;-1;8.299147136892604;1344.4618361766018;-0.1915726368926034
36;99;63;162;Eu;-58722.944;1.314;8.1295593;0.0081;5557.7761;4.1748;936958.329;1.410;1316.9886066000001;1;8.325698484382366;1348.7631544699434;-0.19613918438236588
34;98;64;162;Gd;-64280.720;3.963;8.1590373;0.0245;1598.8278;4.4611;930991.812;4.254;1321.7640426;-1;8.365410326180614;1355.1964728412595;-0.20637302618061426
32;97;65;162;Tb;-65879.548;2.049;8.1640773;0.0127;2301.6217;2.1640;929275.400;2.200;1322.5805226;1;8.3748280891774;1356.7221504467389;-0.21075078917739987
30;96;66;162;Dy;-68181.169;0.695;8.1734555;0.0043;-2140.6068;3.0926;926804.507;0.746;1324.0997909999999;-1;8.39740634648267;1360.3798281301927;-0.22395084648267094
28;95;67;162;Ho;-66040.563;3.102;8.1554126;0.0192;293.6478;3.1069;929102.543;3.330;1321.1768412;1;8.389690524986477;1359.1298650478093;-0.23427792498647726
26;94;68;162;Er;-66334.210;0.756;8.1523959;0.0047;-4856.7282;26.0475;928787.299;0.811;1320.6881358;-1;8.395135197798767;1360.0119020434004;-0.24273929779876724
24;93;69;162;Tm;-61477.482;26.058;8.1175868;0.1609;-1656.3190;30.1127;934001.211;27.974;1315.0490616;1;8.370285791809595;1355.9862982731543;-0.252698991809595
22;92;70;162;Yb;-59821.163;15.103;8.1025333;0.0932;-6989.4042;76.5406;935779.342;16.213;1312.6103945999998;-1;8.358596880128909;1354.0926945808833;-0.2560635801289095
20;91;71;162;Lu;-52831.759;75.036;8.0545596;0.4632;-3663.3333;75.5679;943282.776;80.554;1304.8386552;1;8.316613889646757;1347.2914501227744;-0.26205428964675725
18;90;72;162;Hf;-49168.426;8.952;8.0271171;0.0553;-9387.0211;63.8938;947215.526;9.610;1300.3929702;-1;8.28779139347309;1342.6222057426405;-0.26067429347308924
16;89;73;162;Ta;-39781.405;63.322;7.9643432;0.3909;-5782.1880;63.3235;957292.907;67.979;1290.2235984;1;8.228674818497959;1333.0453205966694;-0.26433161849795894
14;88;74;162;W;-33999.217;17.657;7.9238214;0.1090;-11546;201;963500.341;18.955;1283.6590668;-1;8.182718737831314;1325.6004355286727;-0.2588973378313142
12;87;75;162;Re;-22453;201;7.848;1;-7953;361;975896;215;1271.376;1;8.106468578363206;1313.2479096948393;-0.2584685783632059
10;86;76;162;Os;-14500;300;7.794;2;*;;984434;322;1262.628;-1;8.043378913203581;1303.0273839389802;-0.2493789132035813
43;103;60;163;Nd;-34080;500;7.992;3;8880;640;963414;537;1302.696;0;8.16690247299701;1331.2051030985128;-0.17490247299701078
41;102;61;163;Pm;-42960;400;8.042;2;7640;400;953881;429;1310.846;0;8.223909378124215;1340.4972286342472;-0.1819093781242156
39;101;62;163;Sm;-50599.612;7.359;8.0841653;0.0451;5974.2073;7.4141;945679.085;7.900;1317.7189439;0;8.272448213032463;1348.4090587242915;-0.18828291303246303
37;100;63;163;Eu;-56573.819;0.904;8.1160172;0.0056;4814.7720;1.2046;939265.510;0.970;1322.9108036;0;8.31251897772175;1354.9405933686453;-0.1965017777217497
35;99;64;163;Gd;-61388.591;0.797;8.140756;0.0049;3207.1628;4.1374;934096.640;0.855;1326.9432279999999;0;8.344121672192077;1360.0918325673085;-0.2033656721920778
33;98;65;163;Tb;-64595.754;4.060;8.1556322;0.0249;1785.1041;4.0006;930653.609;4.358;1329.3680485999998;0;8.367256296443445;1363.8627763202815;-0.2116240964434457
31;97;66;163;Dy;-66380.858;0.693;8.161783999999999;0.0043;-2.8309;0.0222;928737.221;0.744;1330.370792;0;8.381922850475856;1366.2534246275645;-0.22013885047585724
29;96;67;163;Ho;-66378.027;0.693;8.156967;0.0043;-1210.6141;4.5755;928740.260;0.744;1329.585621;0;8.388121334289306;1367.2637774891568;-0.23115433428930565
27;95;68;163;Er;-65167.413;4.628;8.1447403;0.0284;-2439.0000;3.0000;930039.908;4.967;1327.5926689;0;8.385851747883796;1366.8938349050588;-0.2411114478837959
25;94;69;163;Tm;-62728.413;5.515;8.1249774;0.0338;-3434.5345;16.0687;932658.282;5.920;1324.3713162000001;0;8.375114091259329;1365.1435968752705;-0.25013669125932836
23;93;70;163;Yb;-59293.878;15.105;8.099106899999999;0.0927;-4502.4636;31.7657;936345.406;16.215;1320.1544246999997;0;8.355908364415903;1362.0130633997921;-0.25680146441590423
21;92;71;163;Lu;-54791.415;27.945;8.0666848;0.1714;-5522.0944;37.9611;941179.000;30.000;1314.8696224000003;0;8.328234567353514;1357.5022344786228;-0.26154976735351276
19;91;72;163;Hf;-49269.320;25.693;8.0280072;0.1576;-6734.6864;45.9217;947107.211;27.582;1308.5651736;0;8.292092700072171;1351.611110111764;-0.2640855000721718
17;90;73;163;Ta;-42534.634;38.061;7.9818905;0.2335;-7626.1952;69.7301;954337.194;40.860;1301.0481515000001;0;8.247482762571865;1344.339690299214;-0.2655922625718645
15;89;74;163;W;-34908.439;58.426;7.9303042999999995;0.3584;-8906.1859;61.2953;962524.251;62.722;1292.6396009;0;8.1944047548526;1335.687975040974;-0.2641004548526009
13;88;75;163;Re;-26002.253;18.534;7.8708655;0.1137;-9666;301;972085.434;19.897;1282.9510765;0;8.132858676914378;1325.6559643370435;-0.26199317691437773
11;87;76;163;Os;-16336;300;7.807;2;-11026;500;982462;322;1272.5410000000002;0;8.062844528757195;1314.2436581874226;-0.2558445287571942
9;86;77;163;Ir;-5310;400;7.734;2;*;;994299;429;1260.642;0;7.984362310381054;1301.4510565921119;-0.25036231038105417
42;103;61;164;Pm;-38360;400;8.014;2;9565;400;958819;429;1314.2959999999998;1;8.194052585754202;1343.824624063689;-0.18005258575420235
40;102;62;164;Sm;-47925.314;4.099;8.0677803;0.0250;5306.8315;4.5907;948550.061;4.400;1323.1159692;-1;8.255749154857854;1353.9428613966882;-0.18796885485785353
38;101;63;164;Eu;-53232.146;2.068;8.0953686;0.0126;6461.5416;2.2969;942852.943;2.219;1327.6404504000002;1;8.287743574132248;1359.1899461576886;-0.1923749741322478
36;100;64;164;Gd;-59693.688;1.000;8.1299978;0.0061;2411.2959;2.1143;935916.193;1.073;1333.3196392;-1;8.33269794438598;1366.5624628793007;-0.2027001443859806
34;99;65;164;Tb;-62104.983;1.863;8.1399304;0.0114;3862.6653;1.9884;933327.561;2.000;1334.9485856000001;1;8.347950164810452;1369.0638270289141;-0.2080197648104516
32;98;66;164;Dy;-65967.649;0.695;8.158712900000001;0.0042;-987.1315;1.3710;929180.819;0.746;1338.0289156000001;-1;8.376162336214263;1373.690623139139;-0.21744943621426138
30;97;67;164;Ho;-64980.517;1.390;8.1479234;0.0085;962.0559;1.3756;930240.548;1.492;1336.2594376;1;8.374672357788814;1373.4462666773654;-0.2267489577888142
28;96;68;164;Er;-65942.573;0.704;8.1490191;0.0043;-4033.6302;25.0113;929207.739;0.755;1336.4391324;-1;8.386142330342702;1375.327342176203;-0.23712323034270177
26;95;69;164;Tm;-61908.943;25.006;8.1196534;0.1525;-896.7722;29.2135;933538.019;26.845;1331.6231576;1;8.367910153067331;1372.3372651030425;-0.24825675306733075
24;94;70;164;Yb;-61012.171;15.106;8.109414899999999;0.0921;-6369.7952;31.7666;934500.743;16.217;1329.9440435999998;-1;8.3626379267713;1371.472619990493;-0.25322302677130004
22;93;71;164;Lu;-54642.376;27.945;8.0658043;0.1704;-2824.0194;32.1083;941339.000;30.000;1322.7919052;1;8.327663550646008;1365.7368223059452;-0.26185925064600823
20;92;72;164;Hf;-51818.356;15.812;8.0438142;0.0964;-8535.5511;32.1083;944370.709;16.975;1319.1855288;-1;8.305649125500056;1362.126456582009;-0.2618349255000556
18;91;73;164;Ta;-43282.805;27.945;7.9869978;0.1704;-5047.2500;29.5717;953534.000;30.000;1309.8676392;1;8.25393255052484;1353.644938286074;-0.2669347505248405
16;90;74;164;W;-38235.555;9.673;7.9514515;0.0590;-10763.1138;55.4055;958952.445;10.384;1304.0380460000001;-1;8.215175926528964;1347.28885195075;-0.263724426528964
14;89;75;164;Re;-27472.441;54.555;7.8810523;0.3326;-7047.7180;140.0330;970507.122;58.566;1292.4925772000001;1;8.14671715270383;1336.0616130434282;-0.26566485270383033
12;88;76;164;Os;-20424.723;149.903;7.833308;0.9140;-12941;350;978073.158;160.927;1284.6625119999999;-1;8.091218329858036;1326.9598060967178;-0.25791032985803586
10;87;77;164;Ir;-7483;316;7.75;2;*;;991966;339;1271.0;1;8.006017357182978;1312.9868465780085;-0.25601735718297824
43;104;61;165;Pm;-34670;500;7.992;3;8840;640;962780;537;1318.68;0;8.174192161948469;1348.7417067214974;-0.18219216194846855
41;103;62;165;Sm;-43510;400;8.041;2;7219;400;953290;429;1326.765;0;8.2276523531385;1357.5626382678527;-0.18665235313850026
39;102;63;165;Eu;-50729.103;5.213;8.0800529;0.0316;5796.6788;5.3733;945540.070;5.596;1333.2087285;0;8.272836706097081;1365.0180565060184;-0.192783806097081
37;101;64;165;Gd;-56525.782;1.304;8.1104428;0.0079;4063.0674;2.0189;939317.080;1.400;1338.223062;0;8.30974522082421;1371.1079614359946;-0.19930242082421046
35;100;65;165;Tb;-60588.849;1.541;8.130325899999999;0.0093;3023.4392;1.6915;934955.198;1.654;1341.5037734999999;0;8.338377897319889;1375.8323530577816;-0.20805199731989
33;99;66;165;Dy;-63612.289;0.697;8.1439083;0.0042;1285.7287;0.7502;931709.402;0.748;1343.7448695;0;8.35873473558412;1379.19123137138;-0.2148264355841203
31;98;67;165;Ho;-64898.017;0.786;8.1469591;0.0048;-376.6648;0.9575;930329.116;0.844;1344.2482515;0;8.3708157356169;1381.1845963767885;-0.22385663561689917
29;97;68;165;Er;-64521.353;0.918;8.1399348;0.0056;-1591.3282;1.4891;930733.482;0.985;1343.089242;0;8.374620897418225;1381.812448074007;-0.23468609741822455
27;96;69;165;Tm;-62930.024;1.658;8.1255489;0.0101;-2634.6364;26.5907;932441.843;1.779;1340.7155685;0;8.370150220988101;1381.0747864630366;-0.24460132098810128
25;95;70;165;Yb;-60295.388;26.539;8.1048399;0.1608;-3853.1403;35.4324;935270.241;28.490;1337.2985835;0;8.35740370632653;1378.9716115438773;-0.2525638063265294
23;94;71;165;Lu;-56442.248;26.539;8.076746;0.1608;-4806.7350;38.5387;939406.758;28.490;1332.66309;0;8.336381353433504;1375.5029233165283;-0.2596353534335041
21;93;72;165;Hf;-51635.513;27.945;8.0428728;0.1694;-5787.6410;31.0668;944567.000;30.000;1327.074012;0;8.30708316230903;1370.6687217809902;-0.26421036230903105
19;92;73;165;Ta;-45847.872;13.573;8.0030547;0.0823;-6986.5555;29.1133;950780.287;14.571;1320.5040255;0;8.269509132953104;1364.469006937262;-0.266454432953104
17;91;74;165;W;-38861.316;25.756;7.9559704;0.1561;-8201.9627;34.9116;958280.663;27.649;1312.735116;0;8.223659265365729;1356.9037787853454;-0.267688865365729
15;90;75;165;Re;-30659.353;23.593;7.9015201;0.1430;-8913;202;967085.831;25.328;1303.7508165;0;8.169533559546903;1347.973037325239;-0.2680134595469026
13;89;76;165;Os;-21747;200;7.843;1;-10151;255;976654;215;1294.095;0;8.107132015496624;1337.676782556943;-0.26413201549662446
11;88;77;165;Ir;-11595;158;7.776;1;-11277;430;987552;170;1283.04;0;8.036454633214897;1326.015014480458;-0.2604546332148967
9;87;78;165;Pt;-318;400;7.703;2;*;;999658;429;1270.9950000000001;0;7.957501412701719;1312.9877330957836;-0.25450141270171844
42;104;62;166;Sm;-40450;400;8.023;2;6299;412;956575;429;1331.818;-1;8.209424046003562;1362.7643916365914;-0.18642404600356244
40;103;63;166;Eu;-46749;100;8.056;1;7622;100;949813;107;1337.2959999999998;1;8.246596443980398;1368.935009700746;-0.19059644398039843
38;102;64;166;Gd;-54370.926;1.584;8.097226;0.0095;3437.8515;2.1558;941630.413;1.700;1344.139516;-1;8.29653330869839;1377.2245292439327;-0.19930730869839053
36;101;65;166;Tb;-57808.778;1.463;8.113223;0.0088;4775.6930;1.6690;937939.727;1.570;1346.795018;1;8.317341214191703;1380.6786415558227;-0.20411821419170373
34;100;66;166;Dy;-62584.471;0.804;8.1372793;0.0048;485.8684;0.8502;932812.810;0.862;1350.7883637999998;-1;8.350913586426175;1386.251655346745;-0.213634286426176
32;99;67;166;Ho;-63070.339;0.786;8.1354933;0.0047;1853.8057;0.7792;932291.209;0.844;1350.4918878;1;8.355356999435969;1386.9892619063708;-0.21986369943596884
30;98;68;166;Er;-64924.145;0.334;8.1419479;0.0020;-3037.6667;11.5470;930301.067;0.358;1351.5633513999999;-1;8.37256487918692;1389.8457699450287;-0.23061697918691948
28;97;69;166;Tm;-61886.478;11.552;8.1189357;0.0696;-292.7714;13.5069;933562.136;12.401;1347.7433262;1;8.360643799713191;1387.8668707523898;-0.24170809971319152
26;96;70;166;Yb;-61593.706;7.001;8.1124591;0.0422;-5572.7197;30.6189;933876.439;7.515;1346.6682106;-1;8.361487186980622;1388.0068730387832;-0.24902808698062096
24;95;71;166;Lu;-56020.987;29.808;8.0741756;0.1796;-2161.9978;40.8585;939859.000;32.000;1340.3131496;1;8.333201615023375;1383.3114680938802;-0.25902601502337497
22;94;72;166;Hf;-53858.989;27.945;8.0564386;0.1683;-7761.2089;39.5199;942180.000;30.000;1337.3688076;-1;8.317680509807282;1380.7349646280088;-0.261241909807282
20;93;73;166;Ta;-46097.780;27.945;8.0049714;0.1683;-4210.3092;29.5036;950512.000;30.000;1328.8252524000002;1;8.273030445366516;1373.3230539308415;-0.26805904536651504
18;92;74;166;W;-41887.471;9.463;7.9748950999999995;0.0570;-10050.1358;88.7072;955031.952;10.159;1323.8325866;-1;8.241144847666904;1368.030044712706;-0.26624974766690457
16;91;75;166;Re;-31837.335;88.242;7.9096392;0.5316;-6405.8090;88.3046;965821.216;94.731;1313.0001072;1;8.180130290742614;1357.901628263274;-0.2704910907426141
14;90;76;166;Os;-25431.526;17.966;7.8663371;0.1082;-12126;201;972698.135;19.287;1305.8119586;-1;8.131880200559483;1349.892113292874;-0.2655431005594826
12;89;77;166;Ir;-13306;201;7.789;1;-8523;361;985716;215;1292.974;1;8.054501151151673;1337.0471910911776;-0.26550115115167294
10;88;78;166;Pt;-4783;300;7.733;2;*;;994866;322;1283.6779999999999;-1;7.989886568485021;1326.3211703685135;-0.25688656848502145
43;105;62;167;Sm;-35330;500;7.992;3;8440;640;962072;537;1334.664;0;8.180051530056025;1366.0686055193562;-0.1880515300560246
41;104;63;167;Eu;-43770;400;8.038;2;7006;400;953011;429;1342.346;0;8.230097387081337;1374.4262636425833;-0.19209738708133628
39;103;64;167;Gd;-50775.732;5.213;8.075542800000001;0.0312;5107.3505;5.5584;945490.012;5.596;1348.6156476;0;8.272052959854983;1381.4328442957822;-0.19651015985498255
37;102;65;167;Tb;-55883.082;1.929;8.101441;0.0116;4028.3686;4.4459;940007.046;2.071;1352.940647;0;8.305918248376962;1387.0883474789525;-0.20447724837696235
35;101;66;167;Dy;-59911.451;4.005;8.1208782;0.0240;2368.0076;6.5549;935682.415;4.300;1356.1866594;0;8.331693252647272;1391.3927731920944;-0.21081505264727163
33;100;67;167;Ho;-62279.459;5.189;8.1303732;0.0311;1009.7971;5.1890;933140.254;5.570;1357.7723244;0;8.349377972665918;1394.3461214352083;-0.21900477266591878
31;99;68;167;Er;-63289.256;0.286;8.1317352;0.0017;-746.1392;1.2633;932056.192;0.306;1357.9997784;0;8.358972408432896;1395.9483922082936;-0.2272372084328964
29;98;69;167;Tm;-62543.117;1.258;8.1225826;0.0075;-1953.2162;3.7968;932857.206;1.350;1356.4712941999999;0;8.360476559948207;1396.1995855113505;-0.23789395994820772
